date,price
2023-10-01,4910.4
2023-10-08,4913.206249999999
2023-10-15,4916.0125
2023-10-22,4918.818749999999
2023-10-29,4921.625
2023-11-05,4924.43125
2023-11-12,4927.237499999999
2023-11-19,4930.04375
2023-11-26,4932.849999999999
2023-12-03,4935.65625
2023-12-10,4938.4625
2023-12-17,4941.26875
2023-12-24,4944.075
2023-12-31,4946.881249999999
2024-01-07,4949.6875
2024-01-14,4952.49375
2024-01-21,4955.3
2024-01-28,4958.10625
2024-02-04,4960.9125
2024-02-11,4963.71875
2024-02-18,4966.525
2024-02-25,4969.33125
2024-03-03,4972.1375
2024-03-10,4974.94375
2024-03-17,4977.75
2024-03-24,4980.55625
2024-03-31,4983.3625
2024-04-07,4986.16875
2024-04-14,4988.975
2024-04-21,4991.78125
2024-04-28,4994.5875
2024-05-05,4997.39375
2024-05-12,5000.2
2024-05-19,5003.00625
2024-05-26,5005.8125
2024-06-02,5008.618750000001
2024-06-09,5011.425
2024-06-16,5014.23125
2024-06-23,5017.0375
2024-06-30,5019.84375
2024-07-07,5022.650000000001
2024-07-14,5025.45625
2024-07-21,5028.262500000001
2024-07-28,5031.06875
2024-08-04,5033.875
2024-08-11,5036.681250000001
2024-08-18,5039.4875
2024-08-25,5042.293750000001
2024-09-01,5045.1
